Movie,Article Date,Article Title,Article Description,Topics,Open Coding,Annotation,Annotation,Names,,,,,Open Coding,,,,,,,,Movie
Blue Beetle,2023-11-11T15:30:00Z,Blue Beetle Suits Up on Max Next Week,"This past summer, Warner Bros. released its other swan song to the DCEU in Blue Beetle. If you were one of the folks who didn’t see the movie when it was in theaters back in mid-August and forwent the physical release in favor of streaming, good news: it’s hi…",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Blue Beetle,2023-11-07T11:06:50Z,Review – Blue Beetle #3: The Curse of the Scarab,"The secrets of Blue Beetle's new nemesis are revealed—and the truth may be found in Dan Garrett's legacy. 
Click through to read all of ""Review – Blue Beetle #3: The Curse of the Scarab"" at GeekDad.If you value content from GeekDad, please support us via Patr…",Review,,Review,Review,,,,,,,,,,,,,,
Blue Beetle,2023-11-15T14:08:54Z,Blue Beetle star Xolo Maridueña says the movie is “sacred”,"Now that the actors' strike has ended, Xolo Maridueña would take the opportunity to talk up the film that he was not able to promote during release.
The post Blue Beetle star Xolo Maridueña says the movie is “sacred” appeared first on JoBlo.",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Blue Beetle,2023-11-10T06:00:00Z,"""Blue Beetle"" Begins Streaming on Max November 17","The film, directed by Ángel Manuel Soto, stars Xolo Maridueña in the title role as well as his alter ego, Jaime Reyes.",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Blue Beetle,2023-11-11T01:26:06Z,‘Blue Beetle’ Gets Max Premiere Date,"Warner Bros. Pictures’ Blue Beetle will make its streaming debut on Max next Friday, November 17. The film, directed by Ángel Manuel Soto, stars Xolo Maridueña in the title role, as well as his alter ego, Jaime Reyes. In the film recent college grad Reyes ret…",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Blue Beetle,2023-11-22T19:46:08Z,‘Blue Beetle’ Delivers a Heroic Streaming Debut,"Following its time as a box-office bomb and the lowest-grossing film in the DC Extended Universe, Warner Bros. Pictures’ “Blue Beetle” soared to the top of the streaming charts. It became the #1 most-streamed film in the U.S. the weekend of Nov. 17-19 on Whip…",Review,,Review,Review,,,,,,,,,,,,,,
Blue Beetle,2023-11-18T12:00:12Z,Jason Momoa Confirms ‘Aquaman’ Exit After Amber Heard Drama,"Jason Momoa has confirmed his exit from the role of Aquaman. After 10 years, the DC Extended Universe is set to come to a close next month. What started with Man of Steel (2013) has spanned 15 films – most recently releasing Blue Beetle (2023), which didn’t e…",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Blue Beetle,2023-11-12T11:42:13Z,Blue Beetle: Where And When You Can Stream The DC Movie,"Learn More Blue Beetle: Where And When You Can Stream The DC Movie ""Blue Beetle"" really got the short end of the stick when it came out in theaters on August 18. Despite solid reviews and a fresh rating on Rotten Tomatoes, it ranked as one of the worst DC sho…",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Blue Beetle,2023-11-10T14:30:14Z,‘Blue Beetle’ to Arrive on Max This Month,"“Blue Beetle” will crawl its way to streaming this month. Warner Bros’ latest DC superhero adventure will arrive on Max on Nov. 17. Directed by Ángel Manuel Soto, the film centers on college graduate Jaime Reyes ( Xolo Maridueña) who gets chosen to become a s…",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Blue Beetle,2023-11-17T10:00:00Z,Fans of 'Blue Beetle' Latino superhero root for its streaming success,"Blue Beetle, DC’s first live-action film with a Latino lead, is making its streaming debut Friday on Max and fans hope it gains viewers after it was DC's lowest-grossing film.",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Blue Beetle,2023-10-26T15:36:31Z,Blue Beetle 2023 BDRip x264-PiGNUS,"Plot: An alien scarab chooses Jaime Reyes to be its symbiotic host, bestowing the recent college graduate with a suit of armor that's capable of extraordinary powers, forever changing his destiny as he becomes the superhero known as Blue Beetle. Genre: Action…",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Blue Beetle,2023-10-26T15:36:31Z,Blue Beetle 2023 720p BluRay x264-PiGNUS,"Plot: An alien scarab chooses Jaime Reyes to be its symbiotic host, bestowing the recent college graduate with a suit of armor that's capable of extraordinary powers, forever changing his destiny as he becomes the superhero known as Blue Beetle. Genre: Action…",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Blue Beetle,2023-10-26T15:36:31Z,Blue Beetle 2023 1080p BluRay x264-PiGNUS,"Plot: An alien scarab chooses Jaime Reyes to be its symbiotic host, bestowing the recent college graduate with a suit of armor that's capable of extraordinary powers, forever changing his destiny as he becomes the superhero known as Blue Beetle. Genre: Action…",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Blue Beetle,2023-11-15T04:52:07Z,Xolo Maridueña Calls ‘Blue Beetle’ “Sacred” In First Comments Since DC Film’s Release,Xolo Maridueña received the opportunity of a lifetime when he was cast as the titled character for the DC Studios film Blue Beetle. The film premiered during the Hollywood strikes which left the actors unable to promote the film or share any thoughts on react…,Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Blue Beetle,2023-10-31T16:26:08Z,How ‘Blue Beetle’ Turned A Box Office Battle Into A Big Win,"Blue Beetle got a raw deal at the box office, but there's a credible silver lining to the cloud that hung over its theatrical release. In August 2023, the DC superhero movie opened at the top of the box office, something it was never intended to do as it was …",Economic Aspects,,Economic Aspects,Economic Aspects,,,,,,,,,,,,,,
Blue Beetle,2023-10-27T01:35:43Z,Blue Beetle 2023 2160p UHD BluRay x265-B0MBARDiERS,"Plot: An alien scarab chooses Jaime Reyes to be its symbiotic host, bestowing the recent college graduate with a suit of armor that's capable of extraordinary powers, forever changing his destiny as he becomes the superhero known as Blue Beetle. Genre: Action…",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Blue Beetle,2023-11-11T00:14:09Z,‘Blue Beetle’ Star Xolo Maridueña Thanks Supporters in First Remarks Since Film Was Released: ‘This Is for All Our Inner Child’,"With the recent conclusion of the SAG-AFTRA strike, actors can now freely discuss projects they previously had to keep quiet about during the labor dispute. One such actor is “Blue Beetle” headliner Xolo Maridueña, who took to social media and thanked his sup…",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Blue Beetle,2023-10-31T16:25:05Z,Blue Beetle's streaming debut: What to expect | Release date & more,"Warner Bros.' most recent addition to the DC universe, ""Blue Beetle,"" hit the theaters on August 18, 2023, with a reception that fell short of initial expectations. It turned out to be a box office disappointment, bringing in just $129.2 million globally. The…",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Blue Beetle,2023-11-16T19:49:58Z,Blue Beetle': See when and where to watch online and more,"Warner Bros. Pictures' 'Blue Beetle' premieres on Max on Friday, November 17. Directed by Ángel Manuel Soto, it features Xolo Maridueña as Jaime Reyes. The film follows Reyes, a recent grad, who discovers an alien relic, the Scarab, altering his fate as he tr…",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Gran Turismo,2023-10-25T20:27:25Z,‘Gran Turismo’s Emelia Hartford Signs With CAA,"EXCLUSIVE: Emelia Hartford, actor and well-known figure in the automotive industry, has signed with CAA for representation. As an actor, Hartford can be seen in Columbia Pictures’ Gran Turismo, directed by Neill Blomkamp, also a CAA client. She also has appea…",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Gran Turismo,2023-11-03T13:16:13Z,Gran Turismo 7 ‘Spec II’ update opening movie,"Publisher Sony Interactive Entertainment and developer Polyphony Digital have released the new opening movie for Gran Turismo 7 added as part the “Spec II” (version 1.40) update, which …",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Gran Turismo,2023-11-01T13:22:30Z,Gran Turismo 7 ‘Spec II’ update launches November 2,"Publisher Sony Interactive Entertainment and developer Polyphony Digital will release the “Spec II” (version 1.40) update for Gran Turismo 7 on November 2, which adds seven new cars, a …",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Gran Turismo,2023-11-17T14:42:00Z,Get Gran Turismo Movie For A Nice Discount In Early Black Friday Deal,"The Gran Turismo movie made more than $120 million at the box office during its theatrical run earlier this year. The film is now available on home video, and a number of digital stores have discounted the film ahead of Black Friday.Amazon is selling the movi…",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Gran Turismo,2023-11-01T13:00:00Z,Sony launches AI racing agent Sophy 2.0 worldwide for Gran Turismo,"Sony AI and Polyphony Digital announced the global release of Gran Turismo Sophy 2.0, an innovative AI racing agent in the Gran Turismo 7.",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Gran Turismo,2023-11-14T13:00:00Z,7 Films Like ‘Gran Turismo’ If You Like Real-Life Racing Stories,...But arguably the most iconic car story will forever be that of Lightning McQueen.,Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
Gran Turismo,2023-11-02T16:36:12Z,Gran Turismo 2023 720p BluRay x264-PiGNUS,"Plot: Based on the unbelievable, inspiring true story of a team of underdogs - a struggling, working-class gamer, a failed former race car driver, and an idealistic motorsport exec - who risk it all to take on the most elite sport in the world. Genre: Action …",Story Telling,,Story Telling,Story Telling,,,,,,,,,,,,,,
Gran Turismo,2023-11-02T16:52:40Z,Gran Turismo 2023 BDRip x264-PiGNUS,"Plot: Based on the unbelievable, inspiring true story of a team of underdogs - a struggling, working-class gamer, a failed former race car driver, and an idealistic motorsport exec - who risk it all to take on the most elite sport in the world. Genre: Action …",Story Telling,,Story Telling,Story Telling,,,,,,,,,,,,,,
Gran Turismo,2023-11-02T17:05:26Z,Gran Turismo 2023 1080p BluRay x264-PiGNUS,"Plot: Based on the unbelievable, inspiring true story of a team of underdogs - a struggling, working-class gamer, a failed former race car driver, and an idealistic motorsport exec - who risk it all to take on the most elite sport in the world. Genre: Action …",Story Telling,,Story Telling,Story Telling,,,,,,,,,,,,,,
The Nun II,2023-10-27T22:15:00Z,"Five Nights at Freddy’s, new Exorcist movie, The Nun II, and every new movie to watch at home this weekend","The best new movies to watch at home this weekend, including new horror movies like Five Nights at Freddy’s and Exorcist: Believer, or Netflix’s Pain Hustlers.",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
The Nun II,2023-11-07T16:00:02Z,"Yes, The Nun II Director Michael Chaves Planned That Cruel Ending [Exclusive Interview]","/Film caught up once again with The Nun II director Michael Chaves, who talked about the movie&amp;#39;s ending and revealed some Easter eggs for fans to look for.",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
The Nun II,2023-11-04T18:00:21Z,The Nun II Director Reveals Where You Can Spot Key Easter Eggs [Exclusive],"Michael Chaves, director of The Nun II, tells us about some of the Easter eggs lurking in the latest entry from The Conjuring Universe.",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
The Nun II,2023-10-28T12:00:00Z,"Oppenheimer, The Nun II, and The Equalizer 3 lead November's best Blu-ray and 4K UHD releases","Physical media may be devalued by some in our streaming-dominated world, but you’d be surprised how many great titles are only available on disc. Also, some titles can be so much more rewarding on DVD, Blu-ray, or 4K UHD, especially when they’re loaded with s…",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
The Nun II,2023-11-14T22:30:31Z,Here’s How A Demon Goat Helped Conjure Up Success For ‘The Nun II’,Director Michael Chaves explains how the unholy beast was a winner with test audiences and what creative elements were a nightmare to pull off.,Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
The Nun II,2023-11-14T19:00:00Z,The Nun II Interview: Director Michael Chaves on Horror & The Conjuring Universe,"ComingSoon Editor-in-Chief Tyler Treese spoke with The Nun II director Michael Chaves about this year’s horror sequel. The director discussed his work in The Conjuring Universe and The Nun II’s mid-credit scene. The movie is out today on 4K UHD, Blu-ray, and …",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
The Nun II,2023-11-17T14:17:10Z,The Nun II Director Teases a Few Easter Egg Details Within The Film,"When it comes to the expansive history of The Conjuring franchise, there's always going to be a slight nod to other films, characters, or storylines popping up from time to time. Especially when they're all tethered by the inclusion of Ed and Lorraine Warren.…",Production,,Production,Production,,,,,,,,,,,,,,
